category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
GO:0031110	1	0.808176960391804	0	26	regulation of microtubule polymerization or depolymerization	BP
GO:0031111	1	0.906444611434089	0	12	negative regulation of microtubule polymerization or depolymerization	BP
GO:0031112	1	0.906444611434089	0	12	positive regulation of microtubule polymerization or depolymerization	BP
GO:0031113	1	0.921413769341664	0	10	regulation of microtubule polymerization	BP
GO:0031114	1	0.877223076888439	0	16	regulation of microtubule depolymerization	BP
GO:0031116	1	0.936626989732104	0	8	positive regulation of microtubule polymerization	BP
GO:0031117	1	0.967801392764234	0	4	positive regulation of microtubule depolymerization	BP
GO:0031118	1	0.928989627671297	0	9	rRNA pseudouridine synthesis	BP
GO:0031119	1	0.975753746032634	0	3	tRNA pseudouridine synthesis	BP
GO:0031120	1	0.952088200706563	0	6	snRNA pseudouridine synthesis	BP
GO:0031122	1	0.775694983385455	0	31	cytoplasmic microtubule organization	BP
GO:0031123	1	0.375520719611805	0	119	RNA 3'-end processing	BP
GO:0031124	1	0.572231441934687	0	68	mRNA 3'-end processing	BP
GO:0031125	1	0.921413769341664	0	10	rRNA 3'-end processing	BP
GO:0031126	1	0.928989627671297	0	9	snoRNA 3'-end processing	BP
GO:0031145	1	0.855919269083522	0	19	anaphase-promoting complex-dependent catabolic process	BP
GO:0031146	1	0.65816920529727	0	51	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	BP
GO:0031163	1	0.848932173009371	0	20	metallo-sulfur cluster assembly	BP
GO:0031167	1	0.835126523320288	0	22	rRNA methylation	BP
GO:0031204	1	0.975753746032634	0	3	posttranslational protein targeting to membrane, translocation	BP
GO:0031279	1	0.906444611434089	0	12	regulation of cyclase activity	BP
GO:0031281	1	0.928989627671297	0	9	positive regulation of cyclase activity	BP
GO:0031282	1	0.944326348463974	0	7	regulation of guanylate cyclase activity	BP
GO:0031284	1	0.944326348463974	0	7	positive regulation of guanylate cyclase activity	BP
GO:0031290	1	0.848932173009371	0	20	retinal ganglion cell axon guidance	BP
GO:0031328	1	0.00354379896479378	0	666	positive regulation of cellular biosynthetic process	BP
GO:0031330	1	0.616247409685021	0	59	negative regulation of cellular catabolic process	BP
GO:0031331	1	0.363282954614141	0	123	positive regulation of cellular catabolic process	BP
GO:0031333	1	0.877223076888439	0	16	negative regulation of protein-containing complex assembly	BP
GO:0031334	1	0.477282460336673	0	90	positive regulation of protein-containing complex assembly	BP
GO:0031338	1	0.642128423916479	0	54	regulation of vesicle fusion	BP
GO:0031340	1	0.944326348463974	0	7	positive regulation of vesicle fusion	BP
GO:0031344	1	0.193071366059689	0	199	regulation of cell projection organization	BP
GO:0031345	1	0.862963147442403	0	18	negative regulation of cell projection organization	BP
GO:0031346	1	0.465603968491272	0	93	positive regulation of cell projection organization	BP
GO:0031365	1	0.855919269083522	0	19	N-terminal protein amino acid modification	BP
GO:0031396	1	0.708703756957198	0	42	regulation of protein ubiquitination	BP
GO:0031397	1	0.928989627671297	0	9	negative regulation of protein ubiquitination	BP
GO:0031398	1	0.842001407233195	0	21	positive regulation of protein ubiquitination	BP
GO:0031400	1	0.297705154306235	0	147	negative regulation of protein modification process	BP
GO:0031440	1	0.855919269083522	0	19	regulation of mRNA 3'-end processing	BP
GO:0031441	1	0.928989627671297	0	9	negative regulation of mRNA 3'-end processing	BP
GO:0031445	1	0.795026067286516	0	28	regulation of heterochromatin assembly	BP
GO:0031453	1	0.821542624940593	0	24	positive regulation of heterochromatin assembly	BP
GO:0031468	1	0.959913047229732	0	5	nuclear envelope reassembly	BP
GO:0031497	1	0.576964539055736	0	67	chromatin assembly	BP
GO:0031503	1	0.401230377418895	0	111	protein-containing complex localization	BP
GO:0031507	1	0.685787646153802	0	46	heterochromatin assembly	BP
GO:0031532	1	0.744502842401016	0	36	actin cytoskeleton reorganization	BP
GO:0031535	1	0.944326348463974	0	7	plus-end directed microtubule sliding	BP
GO:0031536	1	0.967801392764234	0	4	positive regulation of exit from mitosis	BP
GO:0031566	1	0.967801392764234	0	4	actomyosin contractile ring maintenance	BP
GO:0031571	1	0.967801392764234	0	4	mitotic G1 DNA damage checkpoint	BP
GO:0031572	1	0.913898925672856	0	11	G2 DNA damage checkpoint	BP
GO:0031573	1	0.884440049960331	0	15	intra-S DNA damage checkpoint	BP
GO:0031577	1	0.848932173009371	0	20	spindle checkpoint	BP
GO:0031623	1	0.959913047229732	0	5	receptor internalization	BP
GO:0031629	1	0.899050345204383	0	13	synaptic vesicle fusion to presynaptic active zone membrane	BP
GO:0031630	1	0.967801392764234	0	4	regulation of synaptic vesicle fusion to presynaptic active zone membrane	BP
GO:0031637	1	0.967801392764234	0	4	regulation of neuronal synaptic plasticity in response to neurotrophin	BP
GO:0031638	1	0.944326348463974	0	7	zymogen activation	BP
GO:0031644	1	0.78208653747659	0	30	regulation of nervous system process	BP
GO:0031645	1	0.928989627671297	0	9	negative regulation of nervous system process	BP
GO:0031646	1	0.944326348463974	0	7	positive regulation of nervous system process	BP
GO:0031647	1	0.501514031102408	0	84	regulation of protein stability	BP
GO:0031648	1	0.952088200706563	0	6	protein destabilization	BP
GO:0031667	1	0.171755093069266	0	213	response to nutrient levels	BP
GO:0031668	1	0.391391719111618	0	114	cellular response to extracellular stimulus	BP
GO:0031669	1	0.404563893899684	0	110	cellular response to nutrient levels	BP
GO:0031670	1	0.952088200706563	0	6	cellular response to nutrient	BP
GO:0031887	1	0.975753746032634	0	3	lipid droplet transport along microtubule	BP
GO:0031929	1	0.473357843538756	0	91	TOR signaling	BP
GO:0031935	1	0.591397012606335	0	64	regulation of chromatin silencing	BP
GO:0031936	1	0.877223076888439	0	16	negative regulation of chromatin silencing	BP
GO:0031937	1	0.808176960391804	0	26	positive regulation of chromatin silencing	BP
GO:0031990	1	0.936626989732104	0	8	mRNA export from nucleus in response to heat stress	BP
GO:0032006	1	0.572231441934687	0	68	regulation of TOR signaling	BP
GO:0032007	1	0.795026067286516	0	28	negative regulation of TOR signaling	BP
GO:0032008	1	0.702904810393162	0	43	positive regulation of TOR signaling	BP
GO:0032011	1	0.884440049960331	0	15	ARF protein signal transduction	BP
GO:0032012	1	0.891715649343038	0	14	regulation of ARF protein signal transduction	BP
GO:0032014	1	0.936626989732104	0	8	positive regulation of ARF protein signal transduction	BP
GO:0032024	1	0.952088200706563	0	6	positive regulation of insulin secretion	BP
GO:0032042	1	0.884440049960331	0	15	mitochondrial DNA metabolic process	BP
GO:0032048	1	0.959913047229732	0	5	cardiolipin metabolic process	BP
GO:0032049	1	0.959913047229732	0	5	cardiolipin biosynthetic process	BP
GO:0032053	1	0.944326348463974	0	7	ciliary basal body organization	BP
GO:0032091	1	0.959913047229732	0	5	negative regulation of protein binding	BP
GO:0032119	1	0.952088200706563	0	6	sequestering of zinc ion	BP
GO:0032147	1	0.567536691103514	0	69	activation of protein kinase activity	BP
GO:0032187	1	0.952088200706563	0	6	actomyosin contractile ring localization	BP
GO:0032196	1	0.763066224828101	0	33	transposition	BP
GO:0032197	1	0.967801392764234	0	4	transposition, RNA-mediated	BP
GO:0032200	1	0.73237573998567	0	38	telomere organization	BP
GO:0032222	1	0.944326348463974	0	7	regulation of synaptic transmission, cholinergic	BP
GO:0032224	1	0.975753746032634	0	3	positive regulation of synaptic transmission, cholinergic	BP
GO:0032231	1	0.848932173009371	0	20	regulation of actin filament bundle assembly	BP
GO:0032233	1	0.913898925672856	0	11	positive regulation of actin filament bundle assembly	BP
GO:0032239	1	0.891715649343038	0	14	regulation of nucleobase-containing compound transport	BP
GO:0032241	1	0.936626989732104	0	8	positive regulation of nucleobase-containing compound transport	BP
GO:0032252	1	0.959913047229732	0	5	secretory granule localization	BP
GO:0032271	1	0.518339259124033	0	80	regulation of protein polymerization	BP
GO:0032272	1	0.891715649343038	0	14	negative regulation of protein polymerization	BP
GO:0032273	1	0.601216127987661	0	62	positive regulation of protein polymerization	BP
GO:0032291	1	0.967801392764234	0	4	axon ensheathment in central nervous system	BP
GO:0032324	1	0.959913047229732	0	5	molybdopterin cofactor biosynthetic process	BP
GO:0032350	1	0.906444611434089	0	12	regulation of hormone metabolic process	BP
GO:0032352	1	0.952088200706563	0	6	positive regulation of hormone metabolic process	BP
GO:0032368	1	0.906444611434089	0	12	regulation of lipid transport	BP
GO:0032370	1	0.944326348463974	0	7	positive regulation of lipid transport	BP
GO:0032386	1	0.514081415327963	0	81	regulation of intracellular transport	BP
GO:0032387	1	0.862963147442403	0	18	negative regulation of intracellular transport	BP
GO:0032388	1	0.788530092883194	0	29	positive regulation of intracellular transport	BP
GO:0032392	1	0.73237573998567	0	38	DNA geometric change	BP
GO:0032409	1	0.835126523320288	0	22	regulation of transporter activity	BP
GO:0032410	1	0.921413769341664	0	10	negative regulation of transporter activity	BP
GO:0032411	1	0.952088200706563	0	6	positive regulation of transporter activity	BP
GO:0032412	1	0.835126523320288	0	22	regulation of ion transmembrane transporter activity	BP
GO:0032413	1	0.921413769341664	0	10	negative regulation of ion transmembrane transporter activity	BP
GO:0032414	1	0.952088200706563	0	6	positive regulation of ion transmembrane transporter activity	BP
GO:0032418	1	0.967801392764234	0	4	lysosome localization	BP
GO:0032434	1	0.663603567607496	0	50	regulation of proteasomal ubiquitin-dependent protein catabolic process	BP
GO:0032435	1	0.936626989732104	0	8	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	BP
GO:0032436	1	0.714549941794956	0	41	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	BP
GO:0032438	1	0.952088200706563	0	6	melanosome organization	BP
GO:0032446	1	0.0779526087057696	0	307	protein modification by small protein conjugation	BP
GO:0032456	1	0.714549941794956	0	41	endocytic recycling	BP
GO:0032459	1	0.975753746032634	0	3	regulation of protein oligomerization	BP
GO:0032465	1	0.877223076888439	0	16	regulation of cytokinesis	BP
GO:0032469	1	0.959913047229732	0	5	endoplasmic reticulum calcium ion homeostasis	BP
GO:0032482	1	0.553679460741894	0	72	Rab protein signal transduction	BP
GO:0032483	1	0.828307076360441	0	23	regulation of Rab protein signal transduction	BP
GO:0032506	1	0.596286611718417	0	63	cytokinetic process	BP
GO:0032507	1	0.621339837406827	0	58	maintenance of protein location in cell	BP
GO:0032508	1	0.73237573998567	0	38	DNA duplex unwinding	BP
GO:0032509	1	0.801574881679321	0	27	endosome transport via multivesicular body sorting pathway	BP
GO:0032510	1	0.967801392764234	0	4	endosome to lysosome transport via multivesicular body sorting pathway	BP
GO:0032511	1	0.952088200706563	0	6	late endosome to vacuole transport via multivesicular body sorting pathway	BP
GO:0032515	1	0.899050345204383	0	13	negative regulation of phosphoprotein phosphatase activity	BP
GO:0032527	1	0.967801392764234	0	4	protein exit from endoplasmic reticulum	BP
GO:0032528	1	0.921413769341664	0	10	microvillus organization	BP
GO:0032529	1	0.967801392764234	0	4	follicle cell microvillus organization	BP
GO:0032530	1	0.975753746032634	0	3	regulation of microvillus organization	BP
GO:0032531	1	0.975753746032634	0	3	regulation of follicle cell microvillus organization	BP
GO:0032532	1	0.975753746032634	0	3	regulation of microvillus length	BP
GO:0032533	1	0.975753746032634	0	3	regulation of follicle cell microvillus length	BP
GO:0032535	1	0.130272433849522	0	246	regulation of cellular component size	BP
GO:0032536	1	0.967801392764234	0	4	regulation of cell projection size	BP
GO:0032543	1	0.351439179276904	0	127	mitochondrial translation	BP
GO:0032784	1	0.769355016214344	0	32	regulation of DNA-templated transcription, elongation	BP
GO:0032785	1	0.913898925672856	0	11	negative regulation of DNA-templated transcription, elongation	BP
GO:0032786	1	0.828307076360441	0	23	positive regulation of DNA-templated transcription, elongation	BP
GO:0032787	1	0.256330843434319	0	165	monocarboxylic acid metabolic process	BP
GO:0032790	1	0.921413769341664	0	10	ribosome disassembly	BP
GO:0032793	1	0.967801392764234	0	4	positive regulation of CREB transcription factor activity	BP
GO:0032837	1	0.967801392764234	0	4	distributive segregation	BP
GO:0032868	1	0.450470567007288	0	97	response to insulin	BP
GO:0032869	1	0.457975544450006	0	95	cellular response to insulin stimulus	BP
GO:0032872	1	0.489250125399636	0	87	regulation of stress-activated MAPK cascade	BP
GO:0032873	1	0.73237573998567	0	38	negative regulation of stress-activated MAPK cascade	BP
GO:0032874	1	0.73237573998567	0	38	positive regulation of stress-activated MAPK cascade	BP
GO:0032875	1	0.952088200706563	0	6	regulation of DNA endoreduplication	BP
GO:0032876	1	0.959913047229732	0	5	negative regulation of DNA endoreduplication	BP
GO:0032878	1	0.944326348463974	0	7	regulation of establishment or maintenance of cell polarity	BP
GO:0032879	1	0.00414976553258224	0	648	regulation of localization	BP
GO:0032880	1	0.226231610477788	0	180	regulation of protein localization	BP
GO:0032881	1	0.921413769341664	0	10	regulation of polysaccharide metabolic process	BP
GO:0032886	1	0.54462747874207	0	74	regulation of microtubule-based process	BP
GO:0032887	1	0.967801392764234	0	4	regulation of spindle elongation	BP
GO:0032888	1	0.967801392764234	0	4	regulation of mitotic spindle elongation	BP
GO:0032890	1	0.936626989732104	0	8	regulation of organic acid transport	BP
GO:0032892	1	0.959913047229732	0	5	positive regulation of organic acid transport	BP
GO:0032922	1	0.906444611434089	0	12	circadian regulation of gene expression	BP
GO:0032924	1	0.959913047229732	0	5	activin receptor signaling pathway	BP
GO:0032925	1	0.975753746032634	0	3	regulation of activin receptor signaling pathway	BP
GO:0032933	1	0.913898925672856	0	11	SREBP signaling pathway	BP
GO:0032940	1	0.0692536529692769	0	321	secretion by cell	BP
GO:0032954	1	0.959913047229732	0	5	regulation of cytokinetic process	BP
GO:0032956	1	0.342807351669727	0	130	regulation of actin cytoskeleton organization	BP
GO:0032958	1	0.952088200706563	0	6	inositol phosphate biosynthetic process	BP
GO:0032968	1	0.870064263652585	0	17	positive regulation of transcription elongation from RNA polymerase II promoter	BP
GO:0032970	1	0.342807351669727	0	130	regulation of actin filament-based process	BP
GO:0032981	1	0.921413769341664	0	10	mitochondrial respiratory chain complex I assembly	BP
GO:0032984	1	0.450470567007288	0	97	protein-containing complex disassembly	BP
GO:0032988	1	0.906444611434089	0	12	ribonucleoprotein complex disassembly	BP
GO:0033013	1	0.855919269083522	0	19	tetrapyrrole metabolic process	BP
GO:0033014	1	0.855919269083522	0	19	tetrapyrrole biosynthetic process	BP
GO:0033045	1	0.60618588312705	0	61	regulation of sister chromatid segregation	BP
GO:0033046	1	0.821542624940593	0	24	negative regulation of sister chromatid segregation	BP
GO:0033047	1	0.642128423916479	0	54	regulation of mitotic sister chromatid segregation	BP
GO:0033048	1	0.848932173009371	0	20	negative regulation of mitotic sister chromatid segregation	BP
GO:0033058	1	0.975753746032634	0	3	directional locomotion	BP
GO:0033059	1	0.821542624940593	0	24	cellular pigmentation	BP
GO:0033060	1	0.763066224828101	0	33	ocellus pigmentation	BP
GO:0033108	1	0.750640541019326	0	35	mitochondrial respiratory chain complex assembly	BP
GO:0033119	1	0.906444611434089	0	12	negative regulation of RNA splicing	BP
GO:0033127	1	0.952088200706563	0	6	regulation of histone phosphorylation	BP
GO:0033128	1	0.959913047229732	0	5	negative regulation of histone phosphorylation	BP
GO:0033143	1	0.975753746032634	0	3	regulation of intracellular steroid hormone receptor signaling pathway	BP
GO:0033157	1	0.6801739132476	0	47	regulation of intracellular protein transport	BP
GO:0033169	1	0.975753746032634	0	3	histone H3-K9 demethylation	BP
GO:0033173	1	0.952088200706563	0	6	calcineurin-NFAT signaling cascade	BP
GO:0033206	1	0.581736291678961	0	66	meiotic cytokinesis	BP
GO:0033209	1	0.959913047229732	0	5	tumor necrosis factor-mediated signaling pathway	BP
GO:0033227	1	0.714549941794956	0	41	dsRNA transport	BP
GO:0033233	1	0.975753746032634	0	3	regulation of protein sumoylation	BP
GO:0033234	1	0.975753746032634	0	3	negative regulation of protein sumoylation	BP
GO:0033238	1	0.944326348463974	0	7	regulation of cellular amine metabolic process	BP
GO:0033260	1	0.877223076888439	0	16	nuclear DNA replication	BP
GO:0033262	1	0.967801392764234	0	4	regulation of nuclear cell cycle DNA replication	BP
GO:0033301	1	0.708703756957198	0	42	cell cycle comprising mitosis without cytokinesis	BP
GO:0033313	1	0.944326348463974	0	7	meiotic cell cycle checkpoint	BP
GO:0033314	1	0.884440049960331	0	15	mitotic DNA replication checkpoint	BP
GO:0033353	1	0.959913047229732	0	5	S-adenosylmethionine cycle	BP
GO:0033363	1	0.899050345204383	0	13	secretory granule organization	BP
GO:0033365	1	0.136997288109053	0	240	protein localization to organelle	BP
GO:0033387	1	0.959913047229732	0	5	putrescine biosynthetic process from ornithine	BP
GO:0033500	1	0.611196201408915	0	60	carbohydrate homeostasis	BP
GO:0033522	1	0.975753746032634	0	3	histone H2A ubiquitination	BP
GO:0033539	1	0.959913047229732	0	5	fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP
GO:0033559	1	0.967801392764234	0	4	unsaturated fatty acid metabolic process	BP
GO:0033563	1	0.967801392764234	0	4	dorsal/ventral axon guidance	BP
GO:0033567	1	0.959913047229732	0	5	DNA replication, Okazaki fragment processing	BP
GO:0033577	1	0.975753746032634	0	3	protein glycosylation in endoplasmic reticulum	BP
GO:0033617	1	0.906444611434089	0	12	mitochondrial cytochrome c oxidase assembly	BP
GO:0033619	1	0.685787646153802	0	46	membrane protein proteolysis	BP
GO:0033627	1	0.744502842401016	0	36	cell adhesion mediated by integrin	BP
GO:0033628	1	0.959913047229732	0	5	regulation of cell adhesion mediated by integrin	BP
GO:0033631	1	0.975753746032634	0	3	cell-cell adhesion mediated by integrin	BP
GO:0033673	1	0.631649682114403	0	56	negative regulation of kinase activity	BP
GO:0033674	1	0.446763753043023	0	98	positive regulation of kinase activity	BP
GO:0033683	1	0.952088200706563	0	6	nucleotide-excision repair, DNA incision	BP
GO:0033692	1	0.862963147442403	0	18	cellular polysaccharide biosynthetic process	BP
GO:0033750	1	0.884440049960331	0	15	ribosome localization	BP
GO:0033865	1	0.726385548880583	0	39	nucleoside bisphosphate metabolic process	BP
GO:0033866	1	0.821542624940593	0	24	nucleoside bisphosphate biosynthetic process	BP
GO:0033875	1	0.726385548880583	0	39	ribonucleoside bisphosphate metabolic process	BP
GO:0033962	1	0.842001407233195	0	21	P-body assembly	BP
GO:0034030	1	0.821542624940593	0	24	ribonucleoside bisphosphate biosynthetic process	BP
GO:0034032	1	0.726385548880583	0	39	purine nucleoside bisphosphate metabolic process	BP
GO:0034033	1	0.821542624940593	0	24	purine nucleoside bisphosphate biosynthetic process	BP
GO:0034035	1	0.952088200706563	0	6	purine ribonucleoside bisphosphate metabolic process	BP
GO:0034036	1	0.967801392764234	0	4	purine ribonucleoside bisphosphate biosynthetic process	BP
GO:0034058	1	0.975753746032634	0	3	endosomal vesicle fusion	BP
GO:0034059	1	0.967801392764234	0	4	response to anoxia	BP
GO:0034063	1	0.975753746032634	0	3	stress granule assembly	BP
GO:0034067	1	0.959913047229732	0	5	protein localization to Golgi apparatus	BP
GO:0034085	1	0.952088200706563	0	6	establishment of sister chromatid cohesion	BP
GO:0034086	1	0.952088200706563	0	6	maintenance of sister chromatid cohesion	BP
GO:0034088	1	0.952088200706563	0	6	maintenance of mitotic sister chromatid cohesion	BP
GO:0034109	1	0.928989627671297	0	9	homotypic cell-cell adhesion	BP
GO:0034110	1	0.952088200706563	0	6	regulation of homotypic cell-cell adhesion	BP
GO:0034113	1	0.944326348463974	0	7	heterotypic cell-cell adhesion	BP
GO:0034114	1	0.952088200706563	0	6	regulation of heterotypic cell-cell adhesion	BP
GO:0034116	1	0.952088200706563	0	6	positive regulation of heterotypic cell-cell adhesion	BP
GO:0034121	1	0.899050345204383	0	13	regulation of toll-like receptor signaling pathway	BP
GO:0034123	1	0.913898925672856	0	11	positive regulation of toll-like receptor signaling pathway	BP
GO:0034124	1	0.899050345204383	0	13	regulation of MyD88-dependent toll-like receptor signaling pathway	BP
GO:0034126	1	0.913898925672856	0	11	positive regulation of MyD88-dependent toll-like receptor signaling pathway	BP
GO:0034196	1	0.975753746032634	0	3	acylglycerol transport	BP
GO:0034198	1	0.862963147442403	0	18	cellular response to amino acid starvation	BP
GO:0034204	1	0.906444611434089	0	12	lipid translocation	BP
GO:0034219	1	0.877223076888439	0	16	carbohydrate transmembrane transport	BP
GO:0034227	1	0.913898925672856	0	11	tRNA thio-modification	BP
GO:0034243	1	0.801574881679321	0	27	regulation of transcription elongation from RNA polymerase II promoter	BP
GO:0034244	1	0.952088200706563	0	6	negative regulation of transcription elongation from RNA polymerase II promoter	BP
GO:0034248	1	0.180589994648082	0	207	regulation of cellular amide metabolic process	BP
GO:0034249	1	0.576964539055736	0	67	negative regulation of cellular amide metabolic process	BP
GO:0034250	1	0.509858113497379	0	82	positive regulation of cellular amide metabolic process	BP
GO:0034284	1	0.944326348463974	0	7	response to monosaccharide	BP
GO:0034285	1	0.73237573998567	0	38	response to disaccharide	BP
GO:0034308	1	0.967801392764234	0	4	primary alcohol metabolic process	BP
GO:0034314	1	0.808176960391804	0	26	Arp2/3 complex-mediated actin nucleation	BP
GO:0034315	1	0.952088200706563	0	6	regulation of Arp2/3 complex-mediated actin nucleation	BP
GO:0034316	1	0.975753746032634	0	3	negative regulation of Arp2/3 complex-mediated actin nucleation	BP
GO:0034331	1	0.691447127450718	0	45	cell junction maintenance	BP
GO:0034332	1	0.562879979791895	0	70	adherens junction organization	BP
GO:0034333	1	0.744502842401016	0	36	adherens junction assembly	BP
GO:0034334	1	0.870064263652585	0	17	adherens junction maintenance	BP
GO:0034349	1	0.928989627671297	0	9	glial cell apoptotic process	BP
GO:0034350	1	0.967801392764234	0	4	regulation of glial cell apoptotic process	BP
GO:0034351	1	0.975753746032634	0	3	negative regulation of glial cell apoptotic process	BP
GO:0034367	1	0.906444611434089	0	12	protein-containing complex remodeling	BP
GO:0034389	1	0.828307076360441	0	23	lipid droplet organization	BP
GO:0034394	1	0.928989627671297	0	9	protein localization to cell surface	BP
GO:0034401	1	0.243843957322829	0	171	chromatin organization involved in regulation of transcription	BP
GO:0034404	1	0.642128423916479	0	54	nucleobase-containing small molecule biosynthetic process	BP
GO:0034427	1	0.928989627671297	0	9	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	BP
GO:0034440	1	0.72044374479976	0	40	lipid oxidation	BP
GO:0034446	1	0.877223076888439	0	16	substrate adhesion-dependent cell spreading	BP
GO:0034453	1	0.936626989732104	0	8	microtubule anchoring	BP
GO:0034454	1	0.967801392764234	0	4	microtubule anchoring at centrosome	BP
GO:0034470	1	0.0647208142071201	0	329	ncRNA processing	BP
GO:0034471	1	0.884440049960331	0	15	ncRNA 5'-end processing	BP
GO:0034472	1	0.73237573998567	0	38	snRNA 3'-end processing	BP
GO:0034475	1	0.936626989732104	0	8	U4 snRNA 3'-end processing	BP
GO:0034497	1	0.928989627671297	0	9	protein localization to phagophore assembly site	BP
GO:0034498	1	0.906444611434089	0	12	early endosome to Golgi transport	BP
GO:0034501	1	0.936626989732104	0	8	protein localization to kinetochore	BP
GO:0034502	1	0.870064263652585	0	17	protein localization to chromosome	BP
GO:0034504	1	0.461774201117295	0	94	protein localization to nucleus	BP
GO:0034508	1	0.921413769341664	0	10	centromere complex assembly	BP
GO:0034551	1	0.952088200706563	0	6	mitochondrial respiratory chain complex III assembly	BP
GO:0034552	1	0.967801392764234	0	4	respiratory chain complex II assembly	BP
GO:0034553	1	0.967801392764234	0	4	mitochondrial respiratory chain complex II assembly	BP
GO:0034587	1	0.821542624940593	0	24	piRNA metabolic process	BP
GO:0034605	1	0.842001407233195	0	21	cellular response to heat	BP
GO:0034612	1	0.952088200706563	0	6	response to tumor necrosis factor	BP
GO:0034622	1	0.0073831041027741	0	582	cellular protein-containing complex assembly	BP
GO:0034625	1	0.936626989732104	0	8	fatty acid elongation, monounsaturated fatty acid	BP
GO:0034626	1	0.936626989732104	0	8	fatty acid elongation, polyunsaturated fatty acid	BP
GO:0034629	1	0.928989627671297	0	9	cellular protein-containing complex localization	BP
GO:0034637	1	0.842001407233195	0	21	cellular carbohydrate biosynthetic process	BP
GO:0034643	1	0.835126523320288	0	22	establishment of mitochondrion localization, microtubule-mediated	BP
GO:0034644	1	0.899050345204383	0	13	cellular response to UV	BP
GO:0034656	1	0.944326348463974	0	7	nucleobase-containing small molecule catabolic process	BP
GO:0034660	1	0.0262508976753474	0	435	ncRNA metabolic process	BP
GO:0034661	1	0.848932173009371	0	20	ncRNA catabolic process	BP
GO:0034720	1	0.944326348463974	0	7	histone H3-K4 demethylation	BP
GO:0034721	1	0.975753746032634	0	3	histone H3-K4 demethylation, trimethyl-H3-K4-specific	BP
GO:0034724	1	0.936626989732104	0	8	DNA replication-independent nucleosome organization	BP
GO:0034728	1	0.596286611718417	0	63	nucleosome organization	BP
GO:0034754	1	0.586547011477836	0	65	cellular hormone metabolic process	BP
GO:0034756	1	0.967801392764234	0	4	regulation of iron ion transport	BP
GO:0034758	1	0.967801392764234	0	4	positive regulation of iron ion transport	BP
GO:0034759	1	0.967801392764234	0	4	regulation of iron ion transmembrane transport	BP
GO:0034761	1	0.967801392764234	0	4	positive regulation of iron ion transmembrane transport	BP
GO:0034762	1	0.78208653747659	0	30	regulation of transmembrane transport	BP
GO:0034763	1	0.921413769341664	0	10	negative regulation of transmembrane transport	BP
GO:0034764	1	0.877223076888439	0	16	positive regulation of transmembrane transport	BP
GO:0034765	1	0.78208653747659	0	30	regulation of ion transmembrane transport	BP
GO:0034766	1	0.921413769341664	0	10	negative regulation of ion transmembrane transport	BP
GO:0034767	1	0.877223076888439	0	16	positive regulation of ion transmembrane transport	BP
GO:0034769	1	0.959913047229732	0	5	basement membrane disassembly	BP
GO:0034770	1	0.967801392764234	0	4	histone H4-K20 methylation	BP
GO:0034969	1	0.921413769341664	0	10	histone arginine methylation	BP
GO:0034975	1	0.913898925672856	0	11	protein folding in endoplasmic reticulum	BP
GO:0034976	1	0.421646131533442	0	105	response to endoplasmic reticulum stress	BP
GO:0034982	1	0.944326348463974	0	7	mitochondrial protein processing	BP
GO:0035002	1	0.877223076888439	0	16	liquid clearance, open tracheal system	BP
GO:0035017	1	0.616247409685021	0	59	cuticle pattern formation	BP
GO:0035018	1	0.975753746032634	0	3	adult chitin-based cuticle pattern formation	BP
GO:0035019	1	0.756828201326543	0	34	somatic stem cell population maintenance	BP
GO:0035020	1	0.952088200706563	0	6	regulation of Rac protein signal transduction	BP
GO:0035022	1	0.967801392764234	0	4	positive regulation of Rac protein signal transduction	BP
GO:0035023	1	0.726385548880583	0	39	regulation of Rho protein signal transduction	BP
GO:0035025	1	0.78208653747659	0	30	positive regulation of Rho protein signal transduction	BP
GO:0035026	1	0.936626989732104	0	8	leading edge cell differentiation	BP
GO:0035027	1	0.952088200706563	0	6	leading edge cell fate commitment	BP
GO:0035028	1	0.952088200706563	0	6	leading edge cell fate determination	BP
GO:0035029	1	0.952088200706563	0	6	dorsal closure, leading edge cell fate commitment	BP
GO:0035042	1	0.928989627671297	0	9	fertilization, exchange of chromosomal proteins	BP
GO:0035044	1	0.899050345204383	0	13	sperm aster formation	BP
GO:0035045	1	0.975753746032634	0	3	sperm plasma membrane disassembly	BP
GO:0035046	1	0.967801392764234	0	4	pronuclear migration	BP
GO:0035050	1	0.708703756957198	0	42	embryonic heart tube development	BP
GO:0035053	1	0.944326348463974	0	7	dorsal vessel heart proper cell fate commitment	BP
GO:0035054	1	0.944326348463974	0	7	embryonic heart tube anterior/posterior pattern specification	BP
GO:0035065	1	0.814832731117698	0	25	regulation of histone acetylation	BP
GO:0035066	1	0.928989627671297	0	9	positive regulation of histone acetylation	BP
GO:0035067	1	0.959913047229732	0	5	negative regulation of histone acetylation	BP
GO:0035069	1	0.691447127450718	0	45	larval midgut histolysis	BP
GO:0035070	1	0.63686777118598	0	55	salivary gland histolysis	BP
